Id,Category,Name,IsPublic,CityId,DistrictId,Address,Phone,Url
423606,2,市立清江國小,公立,0000,112,臺北市北投區奇岩里公館路220號,(02)28912764,http://www.cjps.tp.edu.tw
423607,2,市立泉源國小,公立,0000,112,臺北市北投區泉源里東昇路34號,(02)28951258,http://www.cyps.tp.edu.tw
421601,2,私立薇閣小學,私立,0000,112,臺北市北投區長安里育仁路106號,(02)28912668,http://www.wgps.tp.edu.tw
423609,2,市立湖山國小,公立,0000,112,臺北市北投區湖山里湖底路11號,(02)28610148,http://www.hses.tp.edu.tw
423605,2,市立湖田國小,公立,0000,112,臺北市北投區湖田里竹子湖路17之2號,(02)28616963,http://www.htes.tp.edu.tw
403606,2,市立康寧國小,公立,0000,114,臺北市內湖區清白里星雲街121號,(02)27901237,http://www.klps.tp.edu.tw
403612,2,市立南湖國小,公立,0000,114,臺北市內湖區葫洲里康寧路3段200號,(02)26321296,http://www.nhps.tp.edu.tw
403611,2,市立大湖國小,公立,0000,114,臺北市內湖區大湖里大湖山莊街170號,(02)27915870,http://www.dhps.tp.edu.tw
403605,2,市立西湖國小,公立,0000,114,臺北市內湖區西湖里環山路1段25號,(02)27971267,http://www.hhups.tp.edu.tw
403601,2,市立內湖國小,公立,0000,114,臺北市內湖區港富里內湖路二段41號,(02)27998085,http://www.nhes.tp.edu.tw
403603,2,市立潭美國小,公立,0000,114,臺北市內湖區石潭里新明路22號,(02)27917334,http://www.tmes.tp.edu.tw
403602,2,市立碧湖國小,公立,0000,114,臺北市內湖區內湖里金龍路100號,(02)27907161,http://www.bhps.tp.edu.tw
403604,2,市立東湖國小,公立,0000,114,臺北市內湖區東湖里東湖路115號,(02)26339984,http://w3.dfps.tp.edu.tw
403613,2,市立麗湖國小,公立,0000,114,臺北市內湖區金湖路363巷8號,(02)26343888,http://www.lhes.tp.edu.tw/
403609,2,市立新湖國小,公立,0000,114,臺北市內湖區湖興里民權東路6段138號,(02)27963721,http://www.shes.tp.edu.tw
403608,2,市立麗山國小,公立,0000,114,臺北市內湖區港都里港華街100號,(02)26574158,http://www.lnps.tp.edu.tw
403610,2,市立文湖國小,公立,0000,114,臺北市內湖區西康里文湖街15號,(02)26583515,http://www.whups.tp.edu.tw
403607,2,市立明湖國小,公立,0000,114,臺北市內湖區東湖里康寧路3段105號,(02)26323477,http://www.mhups.tp.edu.tw
393607,2,市立修德國小,公立,0000,115,臺北市南港區東新街118巷86號,(02)27880500,http://www.sdps.tp.edu.tw
393604,2,市立成德國小,公立,0000,115,臺北市南港區聯成里東新街65號,(02)27851376,http://www.ctps.tp.edu.tw
393605,2,市立胡適國小,公立,0000,115,臺北市南港區中研里舊莊街1段1號,(02)27824949,http://www.hsps.tp.edu.tw
393601,2,市立南港國小,公立,0000,115,臺北市南港區三重里惠民街67號,(02)27834678,http://www.nkps.tp.edu.tw
393606,2,市立東新國小,公立,0000,115,臺北市南港區東新里興南街62號,(02)27837577,http://www.thes.tp.edu.tw
393602,2,市立舊莊國小,公立,0000,115,臺北市南港區舊莊里舊莊街1段100號,(02)27821418,http://www.zzes.tp.edu.tw
393603,2,市立玉成國小,公立,0000,115,臺北市南港區西新里向陽路31號,(02)27836049,http://www.yhes.tp.edu.tw
383611,2,市立博嘉國小,公立,0000,116,臺北市文山區木柵路4段159巷14-1號,(02)22302585,http://www.bjps.tp.edu.tw
383608,2,市立木柵國小,公立,0000,116,臺北市文山區木柵里木柵路3段191號,(02)29391234,http://www.mjes.tp.edu.tw
380601,2,國立政大實小,公立,0000,116,臺北市文山區指南路三段12號,(02)29393610,http://www.es.nccu.edu.tw
383610,2,市立實踐國小,公立,0000,116,臺北市文山區樟文里忠順街1段4號,(02)29360725,http://www.zjps.tp.edu.tw
383603,2,市立興德國小,公立,0000,116,臺北市文山區興邦里興隆路2段235號,(02)29329431,http://www.hdps.tp.edu.tw
383618,2,市立興華國小,公立,0000,116,臺北市文山區興光里興隆路3段125巷6號,(02)22393070,http://www.hhps.tp.edu.tw
383605,2,市立興隆國小,公立,0000,116,臺北市文山區興望里福興路2號,(02)29323131,http://www.hlps.tp.edu.tw
383612,2,市立指南國小,公立,0000,116,臺北市文山區指南路三段38巷5-2號,(02)29393546,http://www.cnps.tp.edu.tw
383606,2,市立志清國小,公立,0000,116,臺北市文山區景仁里景福街21巷5號,(02)29323875,http://www.jcps.tp.edu.tw
383601,2,市立景美國小,公立,0000,116,臺北市文山區景行里景文街108號,(02)29322151,http://www.cmes.tp.edu.tw
383602,2,市立武功國小,公立,0000,116,臺北市文山區萬祥里興隆路1段68號,(02)29314360,http://www.wkps.tp.edu.tw
383613,2,市立明道國小,公立,0000,116,臺北市文山區明興里木柵路2段138巷61號,(02)29392821,http://www.mdps.tp.edu.tw
383607,2,市立景興國小,公立,0000,116,臺北市文山區興安里景華街150巷21號,(02)29329439,http://www.chps.tp.edu.tw
383614,2,市立萬芳國小,公立,0000,116,臺北市文山區萬芳里萬和街1號,(02)22301232,http://www.wfes.tp.edu.tw
383617,2,市立萬福國小,公立,0000,116,臺北市文山區羅斯福路5段170巷32號,(02)29353123,http://www.wfps.tp.edu.tw
383604,2,市立溪口國小,公立,0000,116,臺北市文山區景慶里景福街225號,(02)29350955,http://web.skps.tp.edu.tw/enableweb/
381601,2,私立靜心小學,私立,0000,116,臺北市文山區興福里興隆路2段46號,(02)29323118,http://www.chjhs.tp.edu.tw
383616,2,市立萬興國小,公立,0000,116,臺北市文山區萬興里秀明路2段114號,(02)29381721,http://www.wnses.tp.edu.tw
383619,2,市立辛亥國小,公立,0000,116,臺北市文山區興昌里辛亥路4段103號,(02)29357282,http://www.saes.tp.edu.tw
383615,2,市立力行國小,公立,0000,116,臺北市文山區樟腳里木新路3段155巷7號,(02)29363995,http://www.lsps.tp.edu.tw
381603,2,私立再興小學,私立,0000,116,臺北市文山區明義里興隆路4段2號,(02)29371118,http://www.thsh.tp.edu.tw/web/TSPS
381602,2,私立中山小學,私立,0000,116,臺北市文山區木柵路1段292號,(02)29360935,http://www.mjcskg.tp.edu.tw
383609,2,市立永建國小,公立,0000,116,臺北市文山區華興里試院路2號,(02)22363855,http://www.yjps.tp.edu.tw
173613,2,市立成功國小,公立,0002,200,基隆市仁愛區獅球路6號,(02)24313939,http://www.ckps.kl.edu.tw
173614,2,市立南榮國小,公立,0002,200,基隆市仁愛區南榮路321號,(02)24223038,http://www.nrps.kl.edu.tw
173611,2,市立仁愛國小,公立,0002,200,基隆市仁愛區仁二路139號,(02)24289131,http://www.raps.kl.edu.tw
173615,2,市立尚智國小,公立,0002,200,基隆市仁愛區龍安街326號,(02)24223362,http://www.szps.kl.edu.tw
173612,2,市立信義國小,公立,0002,200,基隆市仁愛區仁二路135號,(02)24213960,http://www.syps.kl.edu.tw
173610,2,市立東光國小,公立,0002,201,基隆市信義區東信路236巷16號,(02)24650329,http://www.dgps.kl.edu.tw
173608,2,市立深澳國小,公立,0002,201,基隆市信義區深澳坑路55-1號,(02)24652940,http://www.saps.kl.edu.tw
173641,2,市立深美國小,公立,0002,201,基隆市信義區深美街198號,(02)24654821,http://www.smps.kl.edu.tw
173606,2,市立東信國小,公立,0002,201,基隆市信義區正信路26號,(02)24652133,http://www.dsps.kl.edu.tw
173609,2,市立月眉國小,公立,0002,201,基隆市信義區月眉路250巷22號,(02)24653493,http://www.ymps.kl.edu.tw
173607,2,市立中興國小,公立,0002,201,基隆市信義區信二路40號,(02)24225038,http://www.chsps.kl.edu.tw
173605,2,市立八斗國小,公立,0002,202,基隆市中正區北寧路396巷52號,(02)24693391,http://www.bdps.kl.edu.tw
173602,2,市立正濱國小,公立,0002,202,基隆市中正區祥豐街216號,(02)24635551,http://www.cbps.kl.edu.tw
173604,2,市立和平國小,公立,0002,202,基隆市中正區和一路84巷26號,(02)24622106,http://www.hpps.kl.edu.tw
173601,2,市立中正國小,公立,0002,202,基隆市中正區中船路36巷4號,(02)24223064,http://www.ccps.kl.edu.tw
173603,2,市立忠孝國小,公立,0002,202,基隆市中正區中正路656巷150號,(02)24622934,http://www.csps.kl.edu.tw
173619,2,市立中和國小,公立,0002,203,基隆市中山區中和路64號,(02)24371751,http://www.chps.kl.edu.tw
173623,2,市立中華國小,公立,0002,203,基隆市中山區中華路46巷26號,(02)24225530,http://www.ches.kl.edu.tw
173621,2,市立中山國小,公立,0002,203,基隆市中山區通仁街28號,(02)24223053,http://www.cshps.kl.edu.tw
173625,2,市立德和國小,公立,0002,203,基隆市中山區文化路164號,(02)24278095,http://www.dhps.kl.edu.tw
173622,2,市立港西國小,公立,0002,203,基隆市中山區中山一路291巷45號,(02)24223068,http://www.gsps.kl.edu.tw
173620,2,市立仙洞國小,公立,0002,203,基隆市中山區仁安街141號,(02)24223031,http://www.sdps.kl.edu.tw
171601,2,私立聖心小學,私立,0002,203,基隆市中山區西定路166號,(02)24261546,http://www.shsh.kl.edu.tw
173638,2,市立隆聖國小,公立,0002,204,基隆市安樂區武隆街107號,(02)24311480,http://www.lsps.kl.edu.tw
173616,2,市立安樂國小,公立,0002,204,基隆市安樂區安一路177巷23號,(02)24220814,http://www.alps.kl.edu.tw
173633,2,市立建德國小,公立,0002,204,基隆市安樂區安和一街392號,(02)24313034,http://www.jdps.kl.edu.tw
173640,2,市立長樂國小,公立,0002,204,基隆市安樂區樂利三街30巷123號,(02)24322765,http://www.clps.kl.edu.tw
173618,2,市立武崙國小,公立,0002,204,基隆市安樂區武崙街203號,(02)24310018,http://www.wlps.kl.edu.tw
173617,2,市立西定國小,公立,0002,204,基隆市安樂區新西街1號,(02)24223856,http://210.240.21.251
173635,2,市立暖暖國小,公立,0002,205,基隆市暖暖區暖暖街121號,(02)24583795,http://www.nnps.kl.edu.tw
173642,2,市立暖西國小,公立,0002,205,基隆市暖暖區暖暖街350號,(02)24588583,http://www.nsps.kl.edu.tw
173637,2,市立碇內國小,公立,0002,205,基隆市暖暖區源遠路258號,(02)24581300,http://www.dinps.kl.edu.tw
173634,2,市立八堵國小,公立,0002,205,基隆市暖暖區源遠路27號,(02)24573287,http://www.badps.kl.edu.tw
173636,2,市立暖江國小,公立,0002,205,基隆市暖暖區寧靜街3號,(02)24574348,http://www.njps.kl.edu.tw
173628,2,市立五堵國小,公立,0002,206,基隆市七堵區百一街25號,(02)24511457,http://www.wdps.kl.edu.tw
173626,2,市立七堵國小,公立,0002,206,基隆市七堵區明德一路184號,(02)24567116,http://www.cdps.kl.edu.tw
173627,2,市立華興國小,公立,0002,206,基隆市七堵區泰安路34號,(02)24512022,http://www.hsps.kl.edu.tw
173632,2,市立尚仁國小,公立,0002,206,基隆市七堵區八德路20號,(02)24311708,http://www.srps.kl.edu.tw
173629,2,市立堵南國小,公立,0002,206,基隆市七堵區大德路120號,(02)24511339,http://www.dnps.kl.edu.tw
173631,2,市立復興國小,公立,0002,206,基隆市七堵區華新二路21號,(02)24515601,http://www.fsps.kl.edu.tw
173630,2,市立瑪陵國小,公立,0002,206,基隆市七堵區大成街1號,(02)24565663,http://www.mlps.kl.edu.tw
173639,2,市立長興國小,公立,0002,206,基隆市七堵區東新街3號,(02)24552096,http://www.cses.kl.edu.tw
14662,2,市立崁腳國小,公立,0001,207,新北市萬里區崁脚里崁脚路59號,(02)24922037,http://www.kjps.ntpc.edu.tw
14658,2,市立萬里國小,公立,0001,207,新北市萬里區瑪鋉路18號,(02)24922034,http://www.wlps.ntpc.edu.tw
14659,2,市立野柳國小,公立,0001,207,新北市萬里區野柳里港東路167號,(02)24922512,http://www.ylps.ntpc.edu.tw
14660,2,市立大鵬國小,公立,0001,207,新北市萬里區大鵬里加投路14號,(02)24988131,http://www.tpes.ntpc.edu.tw
14661,2,市立大坪國小,公立,0001,207,新北市萬里區雙興里大坪路1號,(02)24929461,http://www.dpps.ntpc.edu.tw
14780,2,市立金美國小,公立,0001,208,新北市金山區忠孝一路111號,(02)24986503,http://www.gmes.ntpc.edu.tw
14664,2,市立中角國小,公立,0001,208,新北市金山區萬壽里海興路49號,(02)24982413,http://www.jjps.ntpc.edu.tw
14665,2,市立三和國小,公立,0001,208,新北市金山區重和里十一鄰六股林口38號,(02)24080417,http://www.sanho.ntpc.edu.tw
14663,2,市立金山國小,公立,0001,208,新北市金山區中山路234號,(02)24981125,http://www.tpcses.ntpc.edu.tw
724601,2,縣立介壽國(中)小,公立,0003,209,連江縣南竿鄉介壽村13號,(0836)22192,http://www.jsps.matsu.edu.tw
724603,2,縣立仁愛國小,公立,0003,209,連江縣南竿鄉仁愛村95號,(0836)22146,http://www.raps.matsu.edu.tw
724602,2,縣立中正國(中)小,公立,0003,209,連江縣南竿鄉馬祖村4號,(0836)22196,http://www.jjps.matsu.edu.tw
724604,2,縣立塘岐國小,公立,0003,210,連江縣北竿鄉塘岐村56號,(0836)55420,http://www.tcps.matsu.edu.tw
724605,2,縣立坂里國小,公立,0003,210,連江縣北竿鄉坂里村59號,(0836)55222,http://www.blps.matsu.edu.tw
724606,2,縣立敬恆國(中)小,公立,0003,211,連江縣莒光鄉青帆村19號,(0836)88179,http://www.jhjh.matsu.edu.tw
724607,2,縣立東莒國小,公立,0003,211,連江縣莒光鄉大坪村4號,(0836)89043,http://www.djps.matsu.edu.tw
724608,2,縣立東引國(中)小,公立,0003,212,連江縣東引鄉中柳村94號,(0836)77210,http://www.tyjh.matsu.edu.tw
14772,2,市立重慶國小,公立,0001,220,新北市板橋區廣和街31號,(02)29565592,http://www.cges.ntpc.edu.tw
14769,2,市立大觀國小,公立,0001,220,新北市板橋區大觀路一段30號,(02)29603373,http://www.tgps.ntpc.edu.tw
14601,2,市立板橋國小,公立,0001,220,新北市板橋區黃石里文化路一段23號,(02)29686834,http://www.pcps.ntpc.edu.tw
14605,2,市立莒光國小,公立,0001,220,新北市板橋區華翠里莒光路163號,(02)22517272,http://www.jges.ntpc.edu.tw
14604,2,市立埔墘國小,公立,0001,220,新北市板橋區永豐街42之8號,(02)29616690,http://www.pces.ntpc.edu.tw
14602,2,市立國光國小,公立,0001,220,新北市板橋區中正路325巷30號,(02)29680611,http://www.kkes.ntpc.edu.tw
14611,2,市立沙崙國小,公立,0001,220,新北市板橋區篤行路二段132號,(02)26812764,http://www.sles.ntpc.edu.tw
14768,2,市立實踐國小,公立,0001,220,新北市板橋區實踐路93巷51號,(02)29531233,http://www.sjps.ntpc.edu.tw
14607,2,市立海山國小,公立,0001,220,新北市板橋區漢生東路280號,(02)29545725,http://www.hsps.ntpc.edu.tw
14612,2,市立文德國小,公立,0001,220,新北市板橋區新翠里英士路179號,(02)22577193,http://www.wdps.ntpc.edu.tw
14610,2,市立文聖國小,公立,0001,220,新北市板橋區文聖街86號,(02)22530782,http://www.wses.ntpc.edu.tw
